term,type,estimate,std_error,statistic,p_value,label,feature,anova_p,Delta_adj_R2,adj_r2_full,BIC,adjusted_p,anova_fdr_p
s(Age),smooth,NA,NA,27.67182608060304,4.906402386595232e-7,F.C.L._left,SA_resid,8.635357946646676e-9,-0.04522663088425127,0.04900957676458251,7004.952329980846,6.240943835749136e-6,2.746043827033643e-7
gender1,fixed,156.849619346106,108.58162705698908,1.4445318567917893,0.14930285176429753,F.C.L._right,SA_resid,8.571208689540442e-9,-0.0398760003003078,0.0421961876155752,7132.181578490157,0.5128710454434686,2.746043827033643e-7
s(Age),smooth,NA,NA,27.660656904829985,5.127378178704234e-7,F.C.L._right,SA_resid,8.571208689540442e-9,-0.0398760003003078,0.0421961876155752,7132.181578490157,6.271177926261332e-6,2.746043827033643e-7
gender1,fixed,38.772046157635,40.59197263887493,0.955165359973243,0.3400025013560193,F.C.M.ant._right,SA_resid,0.004483006781642692,-0.003908040843043525,7.41645919688505e-6,6602.456391581602,0.7066718655634912,0.013707655351561307
s(Age),smooth,NA,NA,2.8423720604751543,0.07734395245821546,F.C.M.ant._right,SA_resid,0.004483006781642692,-0.003908040843043525,7.41645919688505e-6,6602.456391581602,0.11439710177540705,0.013707655351561307
gender1,fixed,63.244475280077,46.93784659294064,1.3474089646368406,0.17850057097644143,F.C.M.post._left,SA_resid,0.007654712079579996,-0.004062871376465327,0.007370844486143002,6928.221431914253,0.5263235449997089,0.020905196448213578
s(Age),smooth,NA,NA,1.9758337366750773,0.15800330151551933,F.C.M.post._left,SA_resid,0.007654712079579996,-0.004062871376465327,0.007370844486143002,6928.221431914253,0.20550205245799985,0.020905196448213578
gender1,fixed,11.469436185197742,42.34971235527308,0.27082677891600015,0.7866479055998638,F.C.M.post._right,SA_resid,0.006589569914956243,5.497004227086322e-4,-0.0030617495153058005,6522.45202024556,0.9693788101524597,0.01854409940669102
s(Age),smooth,NA,NA,2.6863239396467673,0.10327634377826644,F.C.M.post._right,SA_resid,0.006589569914956243,5.497004227086322e-4,-0.0030617495153058005,6522.45202024556,0.14404332158547686,0.01854409940669102
gender1,fixed,53.805821877150066,37.74180146644064,1.425629402586765,0.1546671395759233,S.C._left,SA_resid,2.465938276664964e-4,-0.0076661796738126675,0.021827816039966752,6297.575004102696,0.5128710454434686,0.001367321348178144
s(Age),smooth,NA,NA,9.724587557425133,0.0017563457325373566,S.C._left,SA_resid,2.465938276664964e-4,-0.0076661796738126675,0.021827816039966752,6297.575004102696,0.004856677764755473,0.001367321348178144
gender1,fixed,82.69377226305745,33.574207300634484,2.463014882900741,0.01414755158066794,S.C._right,SA_resid,0.0011054953283331375,-0.013407455488636644,0.03670680161772255,6242.041769384027,0.13633095159552744,0.0043400927704930585
s(Age),smooth,NA,NA,6.93150555179594,0.008579618494467478,S.C._right,SA_resid,0.0011054953283331375,-0.013407455488636644,0.03670680161772255,6242.041769384027,0.018188791208271056,0.0043400927704930585
gender1,fixed,-12.318588422627172,34.5576727808455,-0.3564646410291573,0.7216550417409046,S.Or._left,SA_resid,1.386543568994866e-4,-0.023182666539314112,0.021462601991911856,6501.555936263882,0.9334059300257519,8.645506959615046e-4
s(Age),smooth,NA,NA,9.814338237285286,0.001301270810592614,S.Or._left,SA_resid,1.386543568994866e-4,-0.023182666539314112,0.021462601991911856,6501.555936263882,0.00386732820344347,8.645506959615046e-4
gender1,fixed,-3.037939544919171,31.509222344801255,-0.09641429774671682,0.923232463286193,S.Or._right,SA_resid,2.164994325445851e-8,-0.037124403523831395,0.034671270566971835,6555.150329867179,0.9736835740014165,6.258801777198007e-7
s(Age),smooth,NA,NA,28.496148567857762,2.1541745254261002e-7,S.Or._right,SA_resid,2.164994325445851e-8,-0.037124403523831395,0.034671270566971835,6555.150329867179,3.113761359479545e-6,6.258801777198007e-7
gender1,fixed,-3.8411987227373796,28.560545173703336,-0.13449318629513074,0.8930750961657076,S.Li.ant._left,SA_resid,0.02987369337557135,-0.0033613154303355763,-0.005580486204327162,5965.11783117241,0.9693788101524597,0.06462472444511354
s(Age),smooth,NA,NA,0.2836615716378223,0.6066712497467908,S.Li.ant._left,SA_resid,0.02987369337557135,-0.0033613154303355763,-0.005580486204327162,5965.11783117241,0.6722002000678727,0.06462472444511354
gender1,fixed,23.931076231017304,19.717049876072533,1.21372499341591,0.2255707932184797,S.Li.ant._right,SA_resid,0.03818307112094083,0.0024073588357241826,-1.4846309195415408e-4,5112.621599434685,0.5928224152353434,0.07884556244454016
s(Age),smooth,NA,NA,0.7144318441761638,0.3931231503386033,S.Li.ant._right,SA_resid,0.03818307112094083,0.0024073588357241826,-1.4846309195415408e-4,5112.621599434685,0.46301171039879946,0.07884556244454016
gender1,fixed,71.26334532179186,49.22076013341268,1.4478310600777564,0.14835672798645214,F.Coll._left,SA_resid,5.774677566549945e-4,-0.01717700760720764,0.025129713151980315,6776.306271196949,0.5128710454434686,0.0025606294603263925
s(Age),smooth,NA,NA,6.08172784276867,0.02191996489089154,F.Coll._left,SA_resid,5.774677566549945e-4,-0.01717700760720764,0.025129713151980315,6776.306271196949,0.039831707630305774,0.0025606294603263925
gender1,fixed,6.5648436992417345,52.42121581197388,0.12523257230028256,0.9003938341059906,F.Coll._right,SA_resid,2.6820351709979696e-4,-0.015298023849991904,0.01313346442030816,6918.355243239521,0.9693788101524597,0.0014351787494488353
s(Age),smooth,NA,NA,5.1063820205302175,0.009301383833296262,F.Coll._right,SA_resid,2.6820351709979696e-4,-0.015298023849991904,0.01313346442030816,6918.355243239521,0.019498755368761993,0.0014351787494488353
gender1,fixed,102.20747862914483,81.57078626587437,1.2529912154580265,0.2108441236209776,S.Pe.C._left,SA_resid,4.633154796917617e-6,-0.016641050077188302,0.020533146083843268,7280.629494455954,0.568207045012465,5.4568267608140824e-5
s(Age),smooth,NA,NA,15.767485246233496,7.127404018691941e-5,S.Pe.C._left,SA_resid,4.633154796917617e-6,-0.016641050077188302,0.020533146083843268,7280.629494455954,3.486945350683134e-4,5.4568267608140824e-5
gender1,fixed,127.90081705806179,88.11910793570611,1.4514538339559837,0.14733046774827926,S.Pe.C._right,SA_resid,2.8051145246826834e-5,0.0033512704572885577,0.00937155020344349,7315.955751940711,0.5128710454434686,2.347437944339719e-4
s(Age),smooth,NA,NA,5.5183359850051525,0.0032513993603561775,S.Pe.C._right,SA_resid,2.8051145246826834e-5,0.0033512704572885577,0.00937155020344349,7315.955751940711,0.008032239982742422,2.347437944339719e-4
gender1,fixed,-31.195685754997733,73.22641273843381,-0.42601685086540203,0.6702970739759242,S.Po.C._left,SA_resid,3.1627170925391723e-4,-0.008794649832611023,0.009298183983863617,7111.9732604246365,0.918545558326456,0.001596419103853106
s(Age),smooth,NA,NA,6.487762027947422,0.007769473208800559,S.Po.C._left,SA_resid,3.1627170925391723e-4,-0.008794649832611023,0.009298183983863617,7111.9732604246365,0.01703925848550743,0.001596419103853106
gender1,fixed,49.361550025949754,71.31162761959357,0.6921949711941112,0.4891622413559028,S.Po.C._right,SA_resid,0.009965856109671113,6.920902445048949e-4,-0.0037248174065747097,7206.664736804456,0.7919944077066261,0.025976575761273886
s(Age),smooth,NA,NA,0.9321891751529902,0.5297563561253023,S.Po.C._right,SA_resid,0.009965856109671113,6.920902445048949e-4,-0.0037248174065747097,7206.664736804456,0.6016518615994504,0.025976575761273886
gender1,fixed,66.72805479371796,80.44892547295744,0.8294461908773201,0.4072803576840224,S.T.s._left,SA_resid,0.0012429600717563587,9.079627307065907e-4,0.0038535769271093034,7282.758166294084,0.7538966724745826,0.004665518474894992
s(Age),smooth,NA,NA,4.603577842698573,0.030879321759509137,S.T.s._left,SA_resid,0.0012429600717563587,9.079627307065907e-4,0.0038535769271093034,7282.758166294084,0.052793679137225304,0.004665518474894992
gender1,fixed,53.08298737262549,84.93305714492517,0.6249979590637783,0.5322903063330219,S.T.s._right,SA_resid,2.5238732231864594e-5,-0.0035672939210081855,0.0035067860605760837,7141.153171513069,0.8098962555689041,2.2931190999236973e-4
s(Age),smooth,NA,NA,6.364829007054762,0.0025812651062531167,S.T.s._right,SA_resid,2.5238732231864594e-5,-0.0035672939210081855,0.0035067860605760837,7141.153171513069,0.006619695998294283,2.2931190999236973e-4
gender1,fixed,6.689035188961238,26.949679901659536,0.2482046248181721,0.8040921529376203,S.Li.post._left,SA_resid,0.01207737090964019,-0.0067995047387504615,0.004476802995936002,6053.732741721504,0.9693788101524597,0.030305274546323896
s(Age),smooth,NA,NA,2.0251844639066525,0.15402241454050236,S.Li.post._left,SA_resid,0.01207737090964019,-0.0067995047387504615,0.004476802995936002,6053.732741721504,0.20323289553477075,0.030305274546323896
gender1,fixed,51.65061475676078,26.760957450128483,1.9300734980434266,0.05422730241804029,S.Li.post._right,SA_resid,0.00769153454226726,-0.009175788975386068,0.02176633723246746,6195.940026258863,0.30330135860880303,0.020905196448213578
s(Age),smooth,NA,NA,2.8937893917228013,0.08673793079348613,S.Li.post._right,SA_resid,0.00769153454226726,-0.009175788975386068,0.02176633723246746,6195.940026258863,0.125948228275473,0.020905196448213578
gender1,fixed,44.686732175393104,31.526479713199453,1.4174348859090582,0.1570432992461927,S.Call._left,SA_resid,1.168767805074487e-4,-0.004586119138370148,0.006404979954458878,6222.467511882183,0.5128710454434686,7.743086708618477e-4
s(Age),smooth,NA,NA,11.461289362774082,6.942340974653849e-4,S.Call._left,SA_resid,1.168767805074487e-4,-0.004586119138370148,0.006404979954458878,6222.467511882183,0.0022996504478540875,7.743086708618477e-4
gender1,fixed,39.910140436286376,28.087735337513287,1.4209098724660574,0.1560706625544534,S.Call._right,SA_resid,0.00652458144524385,0.0014922898736350332,4.952531533873872e-4,5839.31067908739,0.5128710454434686,0.018525150889174506
s(Age),smooth,NA,NA,1.5396108395643266,0.12835588091001615,S.Call._right,SA_resid,0.00652458144524385,0.0014922898736350332,4.952531533873872e-4,5839.31067908739,0.173690085656958,0.018525150889174506
gender1,fixed,80.0388872387067,97.44542959715439,0.8213713826250504,0.41185300991887097,F.I.P._left,SA_resid,5.1959254059958316e-8,-0.04083350088867155,0.04163805201135151,7539.31778623143,0.7538966724745826,1.2710032916205187e-6
s(Age),smooth,NA,NA,24.332075381286003,1.0554981628718707e-6,F.I.P._left,SA_resid,5.1959254059958316e-8,-0.04083350088867155,0.04163805201135151,7539.31778623143,1.0827368251395318e-5,1.2710032916205187e-6
gender1,fixed,-51.82159366870508,106.89222282535943,-0.48480228307508605,0.6280474079179816,F.I.P._right,SA_resid,3.348726597774013e-5,-0.012837746893109125,0.00792351177595596,7530.894497070091,0.883712724415567,2.5973050197369173e-4
s(Age),smooth,NA,NA,10.697492648341719,8.900082793433794e-4,F.I.P._right,SA_resid,3.348726597774013e-5,-0.012837746893109125,0.00792351177595596,7530.894497070091,0.0028588144730423704,2.5973050197369173e-4
gender1,fixed,15.51449158570334,38.14580927001916,0.4067154920185954,0.6844441732757823,F.I.P.r.int.2_left,SA_resid,0.025858946081558136,0.002766154113489794,-0.0033366767925753216,5457.828668015206,0.918545558326456,0.05832017626904601
s(Age),smooth,NA,NA,0.01276238219442671,0.973204123706509,F.I.P.r.int.2_left,SA_resid,0.025858946081558136,0.002766154113489794,-0.0033366767925753216,5457.828668015206,0.97846410619905,0.05832017626904601
gender1,fixed,90.91353941500685,73.98411828953401,1.2288250710675526,0.21976983499495523,S.Pa.int._left,SA_resid,4.6070332076635176e-4,-0.008865317787666971,0.007014225307084843,7044.717526462669,0.5872840968772752,0.002123241391357969
s(Age),smooth,NA,NA,6.9326492551231595,0.008119333157935393,S.Pa.int._left,SA_resid,4.6070332076635176e-4,-0.008865317787666971,0.007014225307084843,7044.717526462669,0.017328509692774864,0.002123241391357969
gender1,fixed,194.33434109040445,68.47585528023522,2.8379980110521794,0.0047418719851070774,S.Pa.int._right,SA_resid,2.2758744926452965e-10,-0.04030144672482405,0.05714352193314598,7060.984340238134,0.08690583037790521,1.4474561773224086e-8
s(Age),smooth,NA,NA,34.85902436447944,0,S.Pa.int._right,SA_resid,2.2758744926452965e-10,-0.04030144672482405,0.05714352193314598,7060.984340238134,0,1.4474561773224086e-8
gender1,fixed,-17.684830361382616,64.2132590860964,-0.2754077680073986,0.7832128853220885,S.Pa.t._right,SA_resid,0.015993188938855776,-0.0037543205611323405,-0.00773619007039672,4029.3350424838104,0.9693788101524597,0.036853870163450264
s(Age),smooth,NA,NA,0.1083979328113503,0.7856707954329244,S.Pa.t._right,SA_resid,0.015993188938855776,-0.0037543205611323405,-0.00773619007039672,4029.3350424838104,0.8245653892662376,0.036853870163450264
gender1,fixed,127.01295724676373,79.79154586664582,1.5918097069962551,0.11212200107939002,OCCIPITAL_left,SA_resid,0.004985260511068909,-0.001558497920890578,0.010063859630518479,7129.7906230722565,0.45711277363135927,0.015098217547808695
s(Age),smooth,NA,NA,1.9735255049608211,0.15720987774989403,OCCIPITAL_left,SA_resid,0.004985260511068909,-0.001558497920890578,0.010063859630518479,7129.7906230722565,0.20550205245799985,0.015098217547808695
gender1,fixed,-5.3052062566539115,66.15561684747958,-0.08019283183293349,0.9361182495613678,S.F.inf._left,SA_resid,0.01425446600705344,-0.0038998418630857845,-0.005463466460173816,7145.276014876766,0.9736835740014165,0.033957409935688694
s(Age),smooth,NA,NA,0.31578456693972656,0.5673854084835906,S.F.inf._left,SA_resid,0.01425446600705344,-0.0038998418630857845,-0.005463466460173816,7145.276014876766,0.6353118306259924,0.033957409935688694
gender1,fixed,35.70839125079275,61.946034461342,0.5764435376904862,0.5645890692505269,S.F.inf._right,SA_resid,0.0017193811753074316,-0.0043440967761267935,0.001073406448428349,7248.820486410705,0.8508154198661553,0.005943078410301774
s(Age),smooth,NA,NA,4.367989408147183,0.03461254625714694,S.F.inf._right,SA_resid,0.0017193811753074316,-0.0043440967761267935,0.001073406448428349,7248.820486410705,0.05762717125535459,0.005943078410301774
gender1,fixed,137.34615328573642,48.19020854764621,2.850084227171184,0.004573327098192056,S.F.int._left,SA_resid,0.005541855173996237,-0.006207370605819551,0.025697320830965875,6518.933040493389,0.08690583037790521,0.01631768467898892
s(Age),smooth,NA,NA,2.84822843347534,0.09071227601740545,S.F.int._left,SA_resid,0.005541855173996237,-0.006207370605819551,0.025697320830965875,6518.933040493389,0.12993920618709429,0.01631768467898892
gender1,fixed,-8.642386302255435,45.989439237590055,-0.18792110635677137,0.8510222822135317,S.F.int._right,SA_resid,0.0028013448263233113,-0.007746836016010339,0.004218806860660895,6578.633133327396,0.9693788101524597,0.009377133208113822
s(Age),smooth,NA,NA,4.4213646301223966,0.035623230724037724,S.F.int._right,SA_resid,0.0028013448263233113,-0.007746836016010339,0.004218806860660895,6578.633133327396,0.059000975886687484,0.009377133208113822
gender1,fixed,60.975715092228334,93.8403785653281,0.6497812138489975,0.5161572453299985,S.F.inter._left,SA_resid,0.00225956892269051,-5.575649688019935e-4,0.0022642630769077465,7363.58023843656,0.7943225460014266,0.00764407358952747
s(Age),smooth,NA,NA,3.315155123416013,0.07173553290639784,S.F.inter._left,SA_resid,0.00225956892269051,-5.575649688019935e-4,0.0022642630769077465,7363.58023843656,0.10709811955039678,0.00764407358952747
gender1,fixed,95.06408152284476,94.62524061771587,1.0046376728055233,0.31560817672290736,S.F.inter._right,SA_resid,0.0016258567866064473,0.007623976681598421,-0.004149343477248824,7232.9128348405775,0.6793769817461554,0.00574469397934278
s(Age),smooth,NA,NA,2.1419710810833923,0.08165340937298426,S.F.inter._right,SA_resid,0.0016258567866064473,0.007623976681598421,-0.004149343477248824,7232.9128348405775,0.11965799161570967,0.00574469397934278
gender1,fixed,15.112156939423283,79.0094373444878,0.1912702766573695,0.8484004381776846,S.F.sup._left,SA_resid,2.3854911935885473e-4,-0.012278094291307662,0.01058373428337478,7043.124711459396,0.9693788101524597,0.001354618213502068
s(Age),smooth,NA,NA,3.600925110771226,0.019271752679028475,S.F.sup._left,SA_resid,2.3854911935885473e-4,-0.012278094291307662,0.01058373428337478,7043.124711459396,0.03626282456763938,0.001354618213502068
gender1,fixed,30.18957657654671,73.77509675390138,0.4092109384451634,0.6825765337321292,S.F.sup._right,SA_resid,6.494344572831709e-4,-0.002357140688267423,4.1117151677760866e-4,7179.835400135033,0.918545558326456,0.0027173704923164257
s(Age),smooth,NA,NA,4.466561409697695,0.023871464624658112,S.F.sup._right,SA_resid,6.494344572831709e-4,-0.002357140688267423,4.1117151677760866e-4,7179.835400135033,0.04313139631046182,0.0027173704923164257
gender1,fixed,10.582888300105093,64.07313671119167,0.16516888111483044,0.8688831296718529,S.O.T.lat._left,SA_resid,2.26192141816778e-5,-0.01931309101114209,0.017100392726376423,7120.907672906797,0.9693788101524597,2.1796697302344062e-4
s(Age),smooth,NA,NA,5.977552843089209,0.0019042899925131307,S.O.T.lat._left,SA_resid,2.26192141816778e-5,-0.01931309101114209,0.017100392726376423,7120.907672906797,0.005175762543753637,2.1796697302344062e-4
gender1,fixed,112.12014697279865,69.03509159375699,1.6241036896507566,0.10505557389751946,S.O.T.lat._right,SA_resid,3.74451641953325e-5,-0.011218796977102374,0.018672486788993803,6842.687844597459,0.4395746381501472,2.835133860503746e-4
s(Age),smooth,NA,NA,11.404468482226106,5.562623429455904e-4,S.O.T.lat._right,SA_resid,3.74451641953325e-5,-0.011218796977102374,0.018672486788993803,6842.687844597459,0.0018818236708159335,2.835133860503746e-4
gender1,fixed,31.97369464069131,79.21784353241374,0.4036173318402509,0.6866808999378389,S.T.i._left,SA_resid,8.511049391814406e-4,-0.00825053382238794,0.007315173031075872,7293.91719968192,0.918545558326456,0.003469889367432027
s(Age),smooth,NA,NA,5.209834113200838,0.020913031154804307,S.T.i._left,SA_resid,8.511049391814406e-4,-0.00825053382238794,0.007315173031075872,7293.91719968192,0.038528495868352525,0.003469889367432027
gender1,fixed,100.15467127851144,89.41156700555271,1.1201534055687845,0.26322418769128153,S.T.i._right,SA_resid,6.201010206100396e-4,-0.009281944007519471,0.014590443874574532,7509.23984797301,0.6206969194969235,0.0026647584399188185
s(Age),smooth,NA,NA,5.632226021424547,0.017416597941510292,S.T.i._right,SA_resid,6.201010206100396e-4,-0.009281944007519471,0.014590443874574532,7509.23984797301,0.0337712082036602,0.0026647584399188185
gender1,fixed,19.245192746508952,24.28007996897583,0.7926330049612577,0.4284663760160795,S.F.orbitaire._left,SA_resid,0.03555773310025419,3.240941532272057e-4,-0.00426668497793159,5306.04969557834,0.7552200665617788,0.07488317301907836
s(Age),smooth,NA,NA,0.17317576462536804,0.6807491722881958,S.F.orbitaire._left,SA_resid,0.03555773310025419,3.240941532272057e-4,-0.00426668497793159,5306.04969557834,0.7413638246152269,0.07488317301907836
gender1,fixed,-24.129950446515593,15.475540215299569,-1.559231542861426,0.1197618614882408,S.Olf._left,SA_resid,0.01593172739670429,-0.005388209118324383,0.01526404800541259,4896.478792898635,0.467665748926448,0.036853870163450264
s(Age),smooth,NA,NA,1.3221959098835112,0.17279061065031187,S.Olf._left,SA_resid,0.01593172739670429,-0.005388209118324383,0.01526404800541259,4896.478792898635,0.22156215397902893,0.036853870163450264
gender1,fixed,-39.47603907952651,48.35204702237873,-0.8164295311273141,0.4146865699015714,F.C.M.ant._left,SA_resid,8.97620294432665e-5,-0.013190817179596581,0.0131047059652446,6710.6964702642435,0.7538966724745826,6.145889665275232e-4
s(Age),smooth,NA,NA,10.344274654783247,0.00132642689712964,F.C.M.ant._left,SA_resid,8.97620294432665e-5,-0.013190817179596581,0.0131047059652446,6710.6964702642435,0.0039055903082150516,6.145889665275232e-4
gender1,fixed,100.15856940341313,82.51857846951388,1.2137699323118643,0.22547518748978856,OCCIPITAL_right,SA_resid,0.004097107753530287,-0.009123474530236098,0.014244118829578545,7054.279468304535,0.5928224152353434,0.012899804610125062
s(Age),smooth,NA,NA,2.132622955169632,0.1314901678697984,OCCIPITAL_right,SA_resid,0.004097107753530287,-0.009123474530236098,0.014244118829578545,7054.279468304535,0.1771774295872707,0.012899804610125062
gender1,fixed,-0.12918530148257162,0.3947932787405818,-0.32722264648142385,0.7436451965080847,F.Cal.ant.-Sc.Cal._left,maxD_resid,0.05801987615246154,-0.01440314485185712,0.011354050073847377,2401.6571399555146,0.9459486392526484,0.11182012494838042
s(Age),smooth,NA,NA,7.506530111103401,0.006136032645750966,F.Cal.ant.-Sc.Cal._left,maxD_resid,0.05801987615246154,-0.01440314485185712,0.011354050073847377,2401.6571399555146,0.013741256206681741,0.11182012494838042
gender1,fixed,-0.04253873658141648,0.41659372465863304,-0.10211084340330318,0.918713174217055,F.Cal.ant.-Sc.Cal._right,maxD_resid,0.04487520132002513,-0.009133410480952175,0.005848005729146122,2324.7469693000758,0.9736835740014165,0.0908937198711337
s(Age),smooth,NA,NA,6.620694791225265,0.015435694918453091,F.Cal.ant.-Sc.Cal._right,maxD_resid,0.04487520132002513,-0.009133410480952175,0.005848005729146122,2324.7469693000758,0.03029969743251903,0.0908937198711337
gender1,fixed,0.4723821406816031,0.26509000800052585,1.7819688650077903,0.07543772518255078,S.Cu._left,maxD_resid,0.08068558165750063,-0.011353165920073627,0.019191994824897307,1983.4546978447236,0.3527823030595757,0.14831222524326707
s(Age),smooth,NA,NA,7.1420445800116505,0.006631166465511318,S.Cu._left,maxD_resid,0.08068558165750063,-0.011353165920073627,0.019191994824897307,1983.4546978447236,0.014746230321906287,0.14831222524326707
gender1,fixed,-0.036403187503430245,0.31624689572781983,-0.11511002319770092,0.9084115893881541,S.Cu._right,maxD_resid,0.37334807562309935,0.0013494114804548651,-0.004153145322143281,2016.0926065490119,0.9693788101524597,0.46672127895005017
s(Age),smooth,NA,NA,0.3623436653815021,0.6351124853760395,S.Cu._right,maxD_resid,0.37334807562309935,0.0013494114804548651,-0.004153145322143281,2016.0926065490119,0.6988434960193098,0.46672127895005017
gender1,fixed,-0.19543344552356223,0.1396815998048583,-1.399135217498882,0.16249674150113338,S.Olf._right,maxD_resid,1.226177072106374e-4,-0.04470521420755347,0.049270185113159615,1414.3054967789378,0.5167396379736042,7.798486178596539e-4
s(Age),smooth,NA,NA,21.88550028415969,3.964300736902793e-6,S.Olf._right,maxD_resid,1.226177072106374e-4,-0.04470521420755347,0.049270185113159615,1414.3054967789378,3.12806374780055e-5,7.798486178596539e-4
gender1,fixed,0.5674378119177034,0.2989294551439663,1.898233185633787,0.05829245098228526,F.P.O._left,maxD_resid,0.049091467468284834,-0.01583721064010335,0.0047434683108734665,2017.506168271158,0.30330135860880303,0.09818293493656967
s(Age),smooth,NA,NA,8.647555720211107,0.003269314261558409,F.P.O._left,maxD_resid,0.049091467468284834,-0.01583721064010335,0.0047434683108734665,2017.506168271158,0.008032239982742422,0.09818293493656967
gender1,fixed,0.24061891413339626,0.2924044604750292,0.8228975499980263,0.4110009061212019,F.P.O._right,maxD_resid,0.014309097268497752,-0.006161186728870116,0.0033283596077043898,1901.4262666759362,0.7538966724745826,0.033957409935688694
s(Age),smooth,NA,NA,9.13400220456886,0.004495661742142221,F.P.O._right,maxD_resid,0.014309097268497752,-0.006161186728870116,0.0033283596077043898,1901.4262666759362,0.01051191495589137,0.033957409935688694
gender1,fixed,-0.08857159128676148,0.37754941477105847,-0.23459602325293036,0.8146347590081572,F.C.L._left,maxD_resid,0.5015856281812493,0.0017149643914449175,-0.003466928888981702,2346.979121430207,0.9693788101524597,0.5842645778814552
s(Age),smooth,NA,NA,0.18883267554178393,0.664769698608487,F.C.L._left,maxD_resid,0.5015856281812493,0.0017149643914449175,-0.003466928888981702,2346.979121430207,0.7264493613659754,0.5842645778814552
gender1,fixed,0.6711231827285733,0.3227441427296095,2.0794279240904174,0.03815791566873094,F.C.L._right,maxD_resid,0.4471578880843715,5.662775515433704e-4,0.009175695140175022,2276.536246745826,0.2527961913053425,0.5345722120707901
s(Age),smooth,NA,NA,0.31606358390923556,0.5776607791949724,F.C.L._right,maxD_resid,0.4471578880843715,5.662775515433704e-4,0.009175695140175022,2276.536246745826,0.6445478167859692,0.5345722120707901
gender1,fixed,0.22205336563841716,0.15593834854544394,1.423981770421955,0.15513873342211004,F.C.M.ant._right,maxD_resid,0.500167630247102,-0.01746850642370168,0.007356112567201034,1513.2695864901023,0.5128710454434686,0.5842645778814552
